,subj,rating,zScored_ratings,rt,raw_image_name,sliderStart,trial,block,image,pair,sourceImageA,sourceImageB,morphPercent,imageInd
6395,0xmq6,0.19,-0.9883512858863516,20.296000000238415,images/experiment/pair_37_41_out_tensor(0.5000).png,45.0,286,2,37_41_0.5,37_41_,37,41,0.5,20
6195,0xmq6,0.244,-0.8007496166154074,22.385,images/experiment/pair_37_92_out_tensor(0.5000).png,477.0,287,2,37_92_0.5,37_92_,37,92,0.5,29
7995,0xmq6,0.902,1.485211464500913,23.86399999976158,images/experiment/pair_5_41_out_tensor(0.5000).png,132.0,288,2,5_41_0.5,5_41_,5,41,0.5,8
1595,0xmq6,0.452,-0.07813577942362225,20.26899999976158,images/experiment/pair_37_64_out_tensor(0.3333).png,7.0,289,2,37_64_0.33,37_64_,37,64,0.33,25
7795,0xmq6,0.786,1.0822152860670327,17.163000000715257,images/experiment/5_start.png,312.0,290,2,5,5,5,,,0
2595,0xmq6,0.34,-0.46723553791150657,22.555999999046332,images/experiment/pair_101_57_out_tensor(0.3333).png,446.0,291,2,101_57_0.33,101_57_,101,57,0.33,46
8795,0xmq6,0.0,-1.6484312333211553,25.92099999904633,images/experiment/pair_37_41_out_tensor(0.6667).png,24.0,292,2,37_41_0.67,37_41_,37,41,0.67,21
10395,0xmq6,0.196,-0.9675066559673579,22.93100000023842,images/experiment/101_start.png,495.0,293,2,101,101,101,,,6
4795,0xmq6,1.0,1.8256737531778118,22.03700000047684,images/experiment/pair_101_57_out_tensor(0.6667).png,455.0,294,2,101_57_0.67,101_57_,101,57,0.67,48
10595,0xmq6,0.47,-0.015601889666640844,18.74899999976158,images/experiment/pair_37_41_out_tensor(0.3333).png,254.0,295,2,37_41_0.33,37_41_,37,41,0.33,19
195,0xmq6,0.182,-1.0161441257783435,23.11099999904633,images/experiment/64_start.png,209.0,296,2,64,64,64,,,4
995,0xmq6,0.094,-1.3218653645902525,20.10700000047684,images/experiment/pair_92_64_out_tensor(0.5000).png,246.0,297,2,92_64_0.5,92_64_,92,64,0.5,44
10995,0xmq6,0.818,1.1933866456349997,28.45899999976158,images/experiment/pair_101_57_out_tensor(0.5000).png,336.0,298,2,101_57_0.5,101_57_,101,57,0.5,47
795,0xmq6,0.978,1.7492434434748345,22.926000000238417,images/experiment/pair_5_92_out_tensor(0.3333).png,238.0,299,2,5_92_0.33,5_92_,5,92,0.33,13
3595,0xmq6,0.822,1.2072830655809956,19.905,images/experiment/pair_5_41_out_tensor(0.3333).png,315.0,300,2,5_41_0.33,5_41_,5,41,0.33,7
9195,0xmq6,0.716,0.8390279370121051,22.054000000953675,images/experiment/pair_5_92_out_tensor(0.5000).png,27.0,301,2,5_92_0.5,5_92_,5,92,0.5,14
7595,0xmq6,0.528,0.18589619955029923,22.23899999976158,images/experiment/pair_37_57_out_tensor(0.5000).png,188.0,302,2,37_57_0.5,37_57_,37,57,0.5,23
1995,0xmq6,0.334,-0.48808016783050034,17.675,images/experiment/pair_101_92_out_tensor(0.6667).png,76.0,303,2,101_92_0.67,101_92_,101,92,0.67,54
8195,0xmq6,0.128,-1.2037457950492876,27.62,images/experiment/pair_37_101_out_tensor(0.5000).png,39.0,304,2,37_101_0.5,37_101_,37,101,0.5,32
7195,0xmq6,0.848,1.2976097952299688,19.726000000238415,images/experiment/92_start.png,298.0,305,2,92,92,92,,,5
2995,0xmq6,0.136,-1.1759529551572958,27.593999999761582,images/experiment/pair_64_57_out_tensor(0.3333).png,3.0,306,2,64_57_0.33,64_57_,64,57,0.33,37
6595,0xmq6,0.092,-1.3288135745632503,18.881000000238416,images/experiment/pair_64_41_out_tensor(0.5000).png,289.0,307,2,64_41_0.5,64_41_,64,41,0.5,35
395,0xmq6,0.08,-1.370502834401238,23.346999999284744,images/experiment/pair_64_41_out_tensor(0.3333).png,465.0,308,2,64_41_0.33,64_41_,64,41,0.33,34
5195,0xmq6,0.674,0.6931155275791484,19.031000000238418,images/experiment/pair_64_57_out_tensor(0.6667).png,105.0,309,2,64_57_0.67,64_57_,64,57,0.67,39
5795,0xmq6,0.902,1.485211464500913,18.366000000238415,images/experiment/pair_92_57_out_tensor(0.6667).png,15.0,310,2,92_57_0.67,92_57_,92,57,0.67,42
9795,0xmq6,0.472,-0.00865367969364291,26.24700000047684,images/experiment/pair_101_92_out_tensor(0.3333).png,28.0,311,2,101_92_0.33,101_92_,101,92,0.33,52
1395,0xmq6,0.734,0.9015618267690865,21.05200000047684,images/experiment/pair_5_64_out_tensor(0.3333).png,220.0,312,2,5_64_0.33,5_64_,5,64,0.33,10
3795,0xmq6,0.244,-0.8007496166154074,18.32,images/experiment/pair_64_41_out_tensor(0.6667).png,190.0,313,2,64_41_0.67,64_41_,64,41,0.67,36
8595,0xmq6,0.554,0.2762229291992724,25.73,images/experiment/pair_101_92_out_tensor(0.5000).png,131.0,314,2,101_92_0.5,101_92_,101,92,0.5,53
7395,0xmq6,0.386,-0.30742670853255405,17.599000000953673,images/experiment/pair_5_101_out_tensor(0.6667).png,445.0,315,2,5_101_0.67,5_101_,5,101,0.67,18
4595,0xmq6,0.424,-0.17541071904559333,18.37,images/experiment/pair_5_101_out_tensor(0.5000).png,396.0,316,2,5_101_0.5,5_101_,5,101,0.5,17
4195,0xmq6,0.11,-1.266279684806269,17.558000000715257,images/experiment/pair_101_64_out_tensor(0.6667).png,438.0,317,2,101_64_0.67,101_64_,101,64,0.67,51
9595,0xmq6,0.548,0.2553782992802786,23.531000000238418,images/experiment/pair_37_92_out_tensor(0.6667).png,319.0,318,2,37_92_0.67,37_92_,37,92,0.67,30
10795,0xmq6,0.374,-0.3491159683705417,20.16200000047684,images/experiment/pair_37_92_out_tensor(0.3333).png,33.0,319,2,37_92_0.33,37_92_,37,92,0.33,28
3395,0xmq6,0.068,-1.4121920942392256,21.165,images/experiment/41_start.png,355.0,320,2,41,41,41,,,2
595,0xmq6,0.086,-1.3496582044822443,20.57099999904633,images/experiment/pair_37_57_out_tensor(0.3333).png,181.0,321,2,37_57_0.33,37_57_,37,57,0.33,22
8995,0xmq6,0.552,0.26927471922627444,28.713999999761583,images/experiment/37_start.png,434.0,322,2,37,37,37,,,1
5995,0xmq6,0.31,-0.5714586875064755,24.59200000047684,images/experiment/pair_64_57_out_tensor(0.5000).png,53.0,323,2,64_57_0.5,64_57_,64,57,0.5,38
2795,0xmq6,0.046,-1.488622403942203,23.457999999523164,images/experiment/pair_37_64_out_tensor(0.5000).png,318.0,324,2,37_64_0.5,37_64_,37,64,0.5,26
4395,0xmq6,0.17,-1.057833385616331,20.045,images/experiment/pair_92_64_out_tensor(0.3333).png,476.0,325,2,92_64_0.33,92_64_,92,64,0.33,43
2195,0xmq6,0.01,-1.6136901834561657,20.187999999523164,images/experiment/pair_92_64_out_tensor(0.6667).png,351.0,326,2,92_64_0.67,92_64_,92,64,0.67,45
8395,0xmq6,0.47,-0.015601889666640844,23.506999999284744,images/experiment/57_start.png,34.0,327,2,57,57,57,,,3
1195,0xmq6,0.62,0.5055138583082042,18.2,images/experiment/pair_5_101_out_tensor(0.3333).png,40.0,328,2,5_101_0.33,5_101_,5,101,0.33,16
2395,0xmq6,0.286,-0.6548372071824508,17.577000000476836,images/experiment/pair_5_64_out_tensor(0.5000).png,48.0,329,2,5_64_0.5,5_64_,5,64,0.5,11
3195,0xmq6,0.702,0.7903904672011195,22.45599999904633,images/experiment/pair_5_41_out_tensor(0.6667).png,498.0,330,2,5_41_0.67,5_41_,5,41,0.67,9
4995,0xmq6,0.104,-1.2871243147252627,17.957000000476835,images/experiment/pair_101_64_out_tensor(0.5000).png,162.0,331,2,101_64_0.5,101_64_,101,64,0.5,50
5395,0xmq6,0.188,-0.9952994958593495,23.01399999976158,images/experiment/pair_37_101_out_tensor(0.3333).png,276.0,332,2,37_101_0.33,37_101_,37,101,0.33,31
6795,0xmq6,0.776,1.047474236202043,36.77299999952316,images/experiment/pair_37_101_out_tensor(0.6667).png,144.0,333,2,37_101_0.67,37_101_,37,101,0.67,33
9395,0xmq6,0.26,-0.7451639368314239,67.895,images/experiment/pair_37_64_out_tensor(0.6667).png,437.0,334,2,37_64_0.67,37_64_,37,64,0.67,27
5595,0xmq6,0.966,1.7075541836368469,21.598000000715256,images/experiment/pair_5_92_out_tensor(0.6667).png,284.0,335,2,5_92_0.67,5_92_,5,92,0.67,15
10195,0xmq6,0.744,0.9363028766340761,29.422999999523164,images/experiment/pair_92_57_out_tensor(0.3333).png,325.0,336,2,92_57_0.33,92_57_,92,57,0.33,40
9995,0xmq6,0.304,-0.5923033174254694,18.787999999523166,images/experiment/pair_5_64_out_tensor(0.6667).png,51.0,337,2,5_64_0.67,5_64_,5,64,0.67,12
452,13qk2,0.81,0.8699758319628799,212.98,images/experiment/pair_37_57_out_tensor(0.3333).png,480.0,5,1,37_57_0.33,37_57_,37,57,0.33,22
5852,13qk2,0.836,0.9796237642479952,28.5,images/experiment/pair_64_57_out_tensor(0.5000).png,284.0,6,1,64_57_0.5,64_57_,64,57,0.5,38
3052,13qk2,0.932,1.3844776680699595,31.88,images/experiment/pair_5_41_out_tensor(0.6667).png,339.0,7,1,5_41_0.67,5_41_,5,41,0.67,9
2052,13qk2,0.66,0.2373916072410607,23.43,images/experiment/pair_92_64_out_tensor(0.6667).png,496.0,8,1,92_64_0.67,92_64_,92,64,0.67,45
4652,13qk2,0.852,1.0470994148849893,20.87,images/experiment/pair_101_57_out_tensor(0.6667).png,326.0,9,1,101_57_0.67,101_57_,101,57,0.67,48
52,13qk2,0.618,0.06026802431895134,23.34,images/experiment/64_start.png,96.0,10,1,64,64,64,,,4
4052,13qk2,0.178,-1.795312368198385,65.71,images/experiment/pair_101_64_out_tensor(0.6667).png,36.0,11,1,101_64_0.67,101_64_,101,64,0.67,51
2452,13qk2,0.476,-0.5385783750843708,33.96,images/experiment/pair_101_57_out_tensor(0.3333).png,73.0,12,1,101_57_0.33,101_57_,101,57,0.33,46
3852,13qk2,0.744,0.5916387730852795,21.17,images/experiment/pair_92_57_out_tensor(0.5000).png,292.0,13,1,92_57_0.5,92_57_,92,57,0.5,41
7652,13qk2,0.864,1.0977061528627348,40.15,images/experiment/5_start.png,233.0,14,1,5,5,5,,,0
8052,13qk2,0.66,0.2373916072410607,25.91,images/experiment/pair_37_101_out_tensor(0.5000).png,399.0,15,1,37_101_0.5,37_101_,37,101,0.5,32
9452,13qk2,0.734,0.5494664914371582,17.27,images/experiment/pair_37_92_out_tensor(0.6667).png,11.0,16,1,37_92_0.67,37_92_,37,92,0.67,30
3452,13qk2,0.918,1.3254364737625897,19.73,images/experiment/pair_5_41_out_tensor(0.3333).png,205.0,17,1,5_41_0.33,5_41_,5,41,0.33,7
252,13qk2,0.238,-1.5422786783096574,26.62,images/experiment/pair_64_41_out_tensor(0.3333).png,49.0,18,1,64_41_0.33,64_41_,64,41,0.33,34
1652,13qk2,0.822,0.9205825699406255,44.51,images/experiment/pair_37_57_out_tensor(0.6667).png,436.0,19,1,37_57_0.67,37_57_,37,57,0.67,24
1052,13qk2,0.884,1.1820507161589773,32.25,images/experiment/pair_5_101_out_tensor(0.3333).png,123.0,20,1,5_101_0.33,5_101_,5,101,0.33,16
6252,13qk2,0.392,-0.8928255409285896,25.39,images/experiment/pair_37_41_out_tensor(0.5000).png,392.0,21,1,37_41_0.5,37_41_,37,41,0.5,20
10452,13qk2,0.812,0.8784102882925041,29.18,images/experiment/pair_37_41_out_tensor(0.3333).png,258.0,22,1,37_41_0.33,37_41_,37,41,0.33,19
10652,13qk2,0.516,-0.3698892484918857,35.14,images/experiment/pair_37_92_out_tensor(0.3333).png,201.0,23,1,37_92_0.33,37_92_,37,92,0.33,28
2652,13qk2,0.256,-1.466368571343039,30.99,images/experiment/pair_37_64_out_tensor(0.5000).png,69.0,24,1,37_64_0.5,37_64_,37,64,0.5,26
7252,13qk2,0.63,0.11087476229669688,26.2,images/experiment/pair_5_101_out_tensor(0.6667).png,202.0,25,1,5_101_0.67,5_101_,5,101,0.67,18
2252,13qk2,0.758,0.6506799673926492,51.03,images/experiment/pair_5_64_out_tensor(0.5000).png,297.0,26,1,5_64_0.5,5_64_,5,64,0.5,11
10252,13qk2,0.782,0.7518934433481403,232.23,images/experiment/101_start.png,493.0,27,1,101,101,101,,,6
10052,13qk2,0.56,-0.1843312092401521,37.82,images/experiment/pair_92_57_out_tensor(0.3333).png,430.0,28,1,92_57_0.33,92_57_,92,57,0.33,40
6852,13qk2,0.714,0.46512192814091563,13.91,images/experiment/pair_101_64_out_tensor(0.3333).png,293.0,29,1,101_64_0.33,101_64_,101,64,0.33,49
5452,13qk2,0.816,0.8952792009517526,15.02,images/experiment/pair_5_92_out_tensor(0.6667).png,461.0,30,1,5_92_0.67,5_92_,5,92,0.67,15
7852,13qk2,0.92,1.333870930092214,40.3,images/experiment/pair_5_41_out_tensor(0.5000).png,487.0,31,1,5_41_0.5,5_41_,5,41,0.5,8
10852,13qk2,0.914,1.3085675611033412,16.7,images/experiment/pair_101_57_out_tensor(0.5000).png,332.0,32,1,101_57_0.5,101_57_,101,57,0.5,47
4252,13qk2,0.266,-1.4241962896949176,24.41,images/experiment/pair_92_64_out_tensor(0.3333).png,220.0,33,1,92_64_0.33,92_64_,92,64,0.33,43
3652,13qk2,0.176,-1.8037468245280093,23.65,images/experiment/pair_64_41_out_tensor(0.6667).png,356.0,34,1,64_41_0.67,64_41_,64,41,0.67,36
1452,13qk2,0.142,-1.9471325821316217,17.09,images/experiment/pair_37_64_out_tensor(0.3333).png,413.0,35,1,37_64_0.33,37_64_,37,64,0.33,25
5252,13qk2,0.278,-1.3735895517171721,14.46,images/experiment/pair_37_101_out_tensor(0.3333).png,421.0,36,1,37_101_0.33,37_101_,37,101,0.33,31
2852,13qk2,0.78,0.7434589870185161,33.43,images/experiment/pair_64_57_out_tensor(0.3333).png,279.0,37,1,64_57_0.33,64_57_,64,57,0.33,37
3252,13qk2,0.648,0.1867848692633152,22.93,images/experiment/41_start.png,393.0,38,1,41,41,41,,,2
6652,13qk2,0.516,-0.3698892484918857,19.82,images/experiment/pair_37_101_out_tensor(0.6667).png,394.0,39,1,37_101_0.67,37_101_,37,101,0.67,33
1252,13qk2,0.912,1.300133104773717,22.69,images/experiment/pair_5_64_out_tensor(0.3333).png,200.0,40,1,5_64_0.33,5_64_,5,64,0.33,10
9252,13qk2,0.292,-1.3145483574098025,19.52,images/experiment/pair_37_64_out_tensor(0.6667).png,22.0,41,1,37_64_0.67,37_64_,37,64,0.67,27
9852,13qk2,0.142,-1.9471325821316217,15.18,images/experiment/pair_5_64_out_tensor(0.6667).png,94.0,42,1,5_64_0.67,5_64_,5,64,0.67,12
652,13qk2,0.914,1.3085675611033412,19.03,images/experiment/pair_5_92_out_tensor(0.3333).png,408.0,43,1,5_92_0.33,5_92_,5,92,0.33,13
9052,13qk2,0.552,-0.2180690345586491,24.13,images/experiment/pair_5_92_out_tensor(0.5000).png,179.0,44,1,5_92_0.5,5_92_,5,92,0.5,14
8652,13qk2,0.262,-1.4410652023541661,46.07,images/experiment/pair_37_41_out_tensor(0.6667).png,225.0,45,1,37_41_0.67,37_41_,37,41,0.67,21
4452,13qk2,0.716,0.4735563844705399,22.45,images/experiment/pair_5_101_out_tensor(0.5000).png,114.0,46,1,5_101_0.5,5_101_,5,101,0.5,17
8252,13qk2,0.788,0.7771968123370131,25.75,images/experiment/57_start.png,499.0,47,1,57,57,57,,,3
6052,13qk2,0.19,-1.7447056302206394,25.58,images/experiment/pair_37_92_out_tensor(0.5000).png,443.0,48,1,37_92_0.5,37_92_,37,92,0.5,29
8452,13qk2,0.26,-1.4494996586837905,30.87,images/experiment/pair_101_92_out_tensor(0.5000).png,115.0,49,1,101_92_0.5,101_92_,101,92,0.5,53
4852,13qk2,0.728,0.5241631224482854,295.6,images/experiment/pair_101_64_out_tensor(0.5000).png,273.0,50,1,101_64_0.5,101_64_,101,64,0.5,50
852,13qk2,0.256,-1.466368571343039,32.11,images/experiment/pair_92_64_out_tensor(0.5000).png,183.0,51,1,92_64_0.5,92_64_,92,64,0.5,44
5652,13qk2,0.374,-0.9687356478952078,19.29,images/experiment/pair_92_57_out_tensor(0.6667).png,262.0,52,1,92_57_0.67,92_57_,92,57,0.67,42
5052,13qk2,0.262,-1.4410652023541661,16.14,images/experiment/pair_64_57_out_tensor(0.6667).png,189.0,53,1,64_57_0.67,64_57_,64,57,0.67,39
9652,13qk2,0.602,-0.007207626318042703,27.75,images/experiment/pair_101_92_out_tensor(0.3333).png,338.0,54,1,101_92_0.33,101_92_,101,92,0.33,52
8852,13qk2,0.89,1.2073540851478501,27.51,images/experiment/37_start.png,489.0,55,1,37,37,37,,,1
7052,13qk2,0.238,-1.5422786783096574,21.9,images/experiment/92_start.png,259.0,56,1,92,92,92,,,5
6452,13qk2,0.594,-0.040945451636539724,14.06,images/experiment/pair_64_41_out_tensor(0.5000).png,347.0,57,1,64_41_0.5,64_41_,64,41,0.5,35
1852,13qk2,0.8,0.8278035503147586,24.32,images/experiment/pair_101_92_out_tensor(0.6667).png,248.0,58,1,101_92_0.67,101_92_,101,92,0.67,54
7452,13qk2,0.872,1.1314439781812318,18.72,images/experiment/pair_37_57_out_tensor(0.5000).png,42.0,59,1,37_57_0.5,37_57_,37,57,0.5,23
5053,13qk2,0.392,-0.8928255409285896,32.07,images/experiment/pair_64_57_out_tensor(0.6667).png,323.0,1055,2,64_57_0.67,64_57_,64,57,0.67,39
453,13qk2,0.62,0.0687024806485756,38.27,images/experiment/pair_37_57_out_tensor(0.3333).png,488.0,1056,2,37_57_0.33,37_57_,37,57,0.33,22
10653,13qk2,0.69,0.36390845218542456,14.75,images/experiment/pair_37_92_out_tensor(0.3333).png,261.0,1057,2,37_92_0.33,37_92_,37,92,0.33,28
853,13qk2,0.344,-1.0952524928395717,33.35,images/experiment/pair_92_64_out_tensor(0.5000).png,256.0,1058,2,92_64_0.5,92_64_,92,64,0.5,44
1253,13qk2,1.0,1.6712491832771843,46.96,images/experiment/pair_5_64_out_tensor(0.3333).png,275.0,1059,2,5_64_0.33,5_64_,5,64,0.33,10
3653,13qk2,0.466,-0.5807506567324922,29.51,images/experiment/pair_64_41_out_tensor(0.6667).png,380.0,1060,2,64_41_0.67,64_41_,64,41,0.67,36
6053,13qk2,0.536,-0.28554468519564313,50.0,images/experiment/pair_37_92_out_tensor(0.5000).png,415.0,1061,2,37_92_0.5,37_92_,37,92,0.5,29
4653,13qk2,0.794,0.8025001813258859,23.5,images/experiment/pair_101_57_out_tensor(0.6667).png,77.0,1062,2,101_57_0.67,101_57_,101,57,0.67,48
7653,13qk2,0.894,1.2242229978070986,23.85,images/experiment/5_start.png,285.0,1063,2,5,5,5,,,0
9053,13qk2,0.552,-0.2180690345586491,19.31,images/experiment/pair_5_92_out_tensor(0.5000).png,409.0,1064,2,5_92_0.5,5_92_,5,92,0.5,14
9253,13qk2,0.244,-1.5169753093207845,52.77,images/experiment/pair_37_64_out_tensor(0.6667).png,210.0,1065,2,37_64_0.67,37_64_,37,64,0.67,27
3053,13qk2,0.84,0.9964926769072437,21.62,images/experiment/pair_5_41_out_tensor(0.6667).png,287.0,1066,2,5_41_0.67,5_41_,5,41,0.67,9
5653,13qk2,0.618,0.06026802431895134,26.45,images/experiment/pair_92_57_out_tensor(0.6667).png,324.0,1067,2,92_57_0.67,92_57_,92,57,0.67,42
8253,13qk2,0.686,0.34703953952617606,31.07,images/experiment/57_start.png,471.0,1068,2,57,57,57,,,3
6653,13qk2,0.422,-0.7663086959842257,44.04,images/experiment/pair_37_101_out_tensor(0.6667).png,192.0,1069,2,37_101_0.67,37_101_,37,101,0.67,33
4853,13qk2,0.782,0.7518934433481403,31.44,images/experiment/pair_101_64_out_tensor(0.5000).png,446.0,1070,2,101_64_0.5,101_64_,101,64,0.5,50
8653,13qk2,0.284,-1.3482861827282995,38.03,images/experiment/pair_37_41_out_tensor(0.6667).png,455.0,1071,2,37_41_0.67,37_41_,37,41,0.67,21
2453,13qk2,0.406,-0.8337843466212198,29.68,images/experiment/pair_101_57_out_tensor(0.3333).png,203.0,1072,2,101_57_0.33,101_57_,101,57,0.33,46
1453,13qk2,0.412,-0.808480977632347,58.97,images/experiment/pair_37_64_out_tensor(0.3333).png,445.0,1073,2,37_64_0.33,37_64_,37,64,0.33,25
5853,13qk2,0.674,0.2964328015484305,33.02,images/experiment/pair_64_57_out_tensor(0.5000).png,216.0,1074,2,64_57_0.5,64_57_,64,57,0.5,38
653,13qk2,0.912,1.300133104773717,175.29,images/experiment/pair_5_92_out_tensor(0.3333).png,45.0,1075,2,5_92_0.33,5_92_,5,92,0.33,13
3253,13qk2,0.43,-0.7325708706657287,44.18,images/experiment/41_start.png,342.0,1076,2,41,41,41,,,2
253,13qk2,0.466,-0.5807506567324922,24.24,images/experiment/pair_64_41_out_tensor(0.3333).png,112.0,1077,2,64_41_0.33,64_41_,64,41,0.33,34
7853,13qk2,0.926,1.3591742990810867,47.58,images/experiment/pair_5_41_out_tensor(0.5000).png,95.0,1078,2,5_41_0.5,5_41_,5,41,0.5,8
7453,13qk2,0.608,0.018095742670830063,39.93,images/experiment/pair_37_57_out_tensor(0.5000).png,464.0,1079,2,37_57_0.5,37_57_,37,57,0.5,23
1853,13qk2,0.8,0.8278035503147586,14.61,images/experiment/pair_101_92_out_tensor(0.6667).png,286.0,1080,2,101_92_0.67,101_92_,101,92,0.67,54
7053,13qk2,0.34,-1.1121214054988202,26.54,images/experiment/92_start.png,345.0,1081,2,92,92,92,,,5
4253,13qk2,0.344,-1.0952524928395717,40.65,images/experiment/pair_92_64_out_tensor(0.3333).png,335.0,1082,2,92_64_0.33,92_64_,92,64,0.33,43
10853,13qk2,0.714,0.46512192814091563,38.24,images/experiment/pair_101_57_out_tensor(0.5000).png,372.0,1083,2,101_57_0.5,101_57_,101,57,0.5,47
3853,13qk2,0.642,0.1614815002744424,45.97,images/experiment/pair_92_57_out_tensor(0.5000).png,14.0,1084,2,92_57_0.5,92_57_,92,57,0.5,41
9853,13qk2,0.606,0.009661286341205808,23.91,images/experiment/pair_5_64_out_tensor(0.6667).png,9.0,1085,2,5_64_0.67,5_64_,5,64,0.67,12
8453,13qk2,0.518,-0.36145479216226145,55.21,images/experiment/pair_101_92_out_tensor(0.5000).png,39.0,1086,2,101_92_0.5,101_92_,101,92,0.5,53
7253,13qk2,0.716,0.4735563844705399,59.47,images/experiment/pair_5_101_out_tensor(0.6667).png,255.0,1087,2,5_101_0.67,5_101_,5,101,0.67,18
6453,13qk2,0.834,0.971189307918371,74.56,images/experiment/pair_64_41_out_tensor(0.5000).png,239.0,1088,2,64_41_0.5,64_41_,64,41,0.5,35
2653,13qk2,0.71,0.4482530154816671,75.74,images/experiment/pair_37_64_out_tensor(0.5000).png,254.0,1089,2,37_64_0.5,37_64_,37,64,0.5,26
8053,13qk2,0.292,-1.3145483574098025,37.23,images/experiment/pair_37_101_out_tensor(0.5000).png,227.0,1090,2,37_101_0.5,37_101_,37,101,0.5,32
9653,13qk2,0.418,-0.7831776086434742,35.86,images/experiment/pair_101_92_out_tensor(0.3333).png,51.0,1091,2,101_92_0.33,101_92_,101,92,0.33,52
1653,13qk2,0.786,0.7687623560073888,26.85,images/experiment/pair_37_57_out_tensor(0.6667).png,337.0,1092,2,37_57_0.67,37_57_,37,57,0.67,24
6253,13qk2,0.744,0.5916387730852795,184.23,images/experiment/pair_37_41_out_tensor(0.5000).png,423.0,1093,2,37_41_0.5,37_41_,37,41,0.5,20
2053,13qk2,0.41,-0.8169154339619713,43.01,images/experiment/pair_92_64_out_tensor(0.6667).png,295.0,1094,2,92_64_0.67,92_64_,92,64,0.67,45
2253,13qk2,0.818,0.903713657281377,154.16,images/experiment/pair_5_64_out_tensor(0.5000).png,97.0,1095,2,5_64_0.5,5_64_,5,64,0.5,11
4453,13qk2,0.92,1.333870930092214,64.12,images/experiment/pair_5_101_out_tensor(0.5000).png,137.0,1096,2,5_101_0.5,5_101_,5,101,0.5,17
4053,13qk2,0.794,0.8025001813258859,19.69,images/experiment/pair_101_64_out_tensor(0.6667).png,451.0,1097,2,101_64_0.67,101_64_,101,64,0.67,51
10053,13qk2,0.29,-1.3229828137394266,35.19,images/experiment/pair_92_57_out_tensor(0.3333).png,160.0,1098,2,92_57_0.33,92_57_,92,57,0.33,40
1053,13qk2,0.918,1.3254364737625897,30.54,images/experiment/pair_5_101_out_tensor(0.3333).png,433.0,1099,2,5_101_0.33,5_101_,5,101,0.33,16
2853,13qk2,0.818,0.903713657281377,163.98,images/experiment/pair_64_57_out_tensor(0.3333).png,398.0,1100,2,64_57_0.33,64_57_,64,57,0.33,37
